# T0.100000, T1.100000, T2.100000, 
0.009900, 0.167824, -0.076932, 
-0.022512, 0.150568, 0.007880, 
-0.126172, -0.015032, -0.097576, 
0.020160, -0.101316, 0.040792, 
0.024532, -0.071592, 0.009768, 
0.014040, 0.045188, 0.017060, 
-0.021788, 0.034896, -0.129264, 
-0.030864, 0.038004, -0.042996, 
-0.182864, 0.010200, -0.123844, 
0.160556, -0.049008, -0.047584, 
-0.080336, 0.042640, -0.053368, 
-0.031996, 0.031196, -0.055100, 
-0.032532, 0.036048, 0.094396, 
-0.102472, -0.060180, 0.050208, 
-0.124032, -0.097600, -0.006896, 
0.141720, -0.024928, -0.032368, 
-0.256652, -0.033140, 0.044680, 
-0.037668, -0.113716, 0.050140, 
0.073912, -0.043932, 0.119184, 
-0.114880, -0.119592, -0.035380, 
-0.010032, -0.112056, 0.007744, 
0.056820, -0.053220, 0.026348, 
0.046548, 0.086800, 0.029108, 
-0.134472, -0.050128, -0.021000, 
-0.080556, 0.032148, 0.041684, 
-0.013816, -0.042168, -0.014544, 
0.043144, -0.070328, 0.075780, 
0.054424, 0.016152, 0.058388, 
-0.177312, 0.106392, 0.010612, 
0.159064, 0.056788, 0.011052, 
-0.025868, 0.073992, -0.085308, 
0.056608, -0.000108, 0.046124, 
-0.054712, -0.049224, 0.018264, 
-0.000320, 0.043956, 0.011680, 
-0.058448, 0.085156, 0.033052, 
0.074308, -0.024492, 0.003808, 
0.076320, 0.093772, -0.052000, 
-0.121036, 0.101508, -0.083604, 
-0.034804, -0.031820, -0.000392, 
-0.183360, 0.098140, 0.000240, 
-0.081236, -0.024304, 0.037364, 
-0.117140, -0.059536, 0.028348, 
0.010716, -0.079140, 0.083920, 
0.009780, 0.086716, 0.038508, 
-0.050292, -0.053508, 0.051612, 
-0.131952, 0.015584, 0.000268, 
-0.044572, 0.253584, 0.075284, 
0.048596, -0.066752, 0.033764, 
0.111288, -0.114488, -0.097552, 
-0.076156, 0.045188, -0.014648, 
0.054504, -0.016436, -0.021140, 
-0.026224, 0.150232, 0.050924, 
0.038736, 0.094056, -0.020960, 
0.095612, -0.013992, -0.001200, 
-0.029052, -0.036468, -0.107272, 
-0.014204, -0.125616, 0.006188, 
0.099372, 0.008236, -0.041904, 
0.045052, 0.054736, 0.020832, 
0.106428, 0.017808, -0.052620, 
-0.011348, 0.124408, -0.093720, 
0.032164, -0.034664, -0.045324, 
0.211805, 0.048432, -0.016668, 
0.019464, -0.067484, -0.069908, 
0.170284, 0.070636, 0.038920, 
-0.042500, -0.110264, -0.069788, 
0.057512, -0.020752, -0.021660, 
-0.125164, 0.131540, 0.043228, 
0.018104, 0.001748, -0.013828, 
0.048404, -0.114256, 0.052496, 
-0.035188, -0.003024, 0.020224, 
0.075904, -0.128096, -0.033320, 
0.123808, 0.041336, -0.037120, 
0.060788, -0.034692, 0.049484, 
-0.131580, 0.087472, 0.034456, 
-0.121520, -0.204339, -0.010708, 
-0.007460, 0.022724, -0.036824, 
0.048988, -0.084392, -0.000992, 
-0.026384, -0.048728, 0.085644, 
0.013652, 0.094648, -0.122436, 
-0.112384, -0.046732, 0.014788, 
0.087144, -0.033788, -0.056076, 
0.044508, 0.088268, -0.089408, 
0.114752, -0.113384, 0.043844, 
0.126604, 0.075120, 0.098708, 
-0.007328, 0.117784, -0.016348, 
0.041552, -0.094092, 0.050112, 
0.008460, 0.086448, -0.012012, 
-0.127952, 0.178636, -0.108348, 
0.092712, 0.056244, 0.110224, 
0.078620, -0.107176, 0.017924, 
-0.109228, -0.046644, -0.011372, 
0.170036, -0.003696, -0.046952, 
0.128269, 0.106184, 0.086804, 
0.118248, -0.086968, 0.070516, 
0.056264, 0.040516, 0.098704, 
-0.017756, 0.106964, 0.046988, 
-0.042540, -0.023488, 0.021300, 
0.067388, 0.095392, 0.102472, 
0.135748, 0.145792, -0.069888, 
0.050316, -0.011304, 0.013588, 
-0.026388, 0.009652, 0.156688, 
-0.088204, -0.085588, 0.125524, 
-0.154396, -0.079232, -0.029328, 
0.152916, -0.179524, 0.034700, 
0.086324, -0.175040, 0.031960, 
-0.107456, -0.027328, -0.003712, 
-0.078948, -0.033484, 0.099988, 
0.026516, -0.159208, 0.035508, 
0.062064, 0.078004, -0.012808, 
-0.119772, 0.017672, -0.004160, 
0.031912, -0.191004, -0.006352, 
0.078884, -0.099580, 0.007068, 
-0.164504, -0.111928, 0.005556, 
0.048992, -0.190840, -0.106088, 
0.055060, 0.016084, 0.023648, 
0.031760, 0.046924, -0.150908, 
0.059512, -0.007252, -0.066868, 
0.016484, -0.054692, 0.055572, 
-0.051520, -0.064816, -0.055348, 
-0.010496, -0.117964, 0.050472, 
-0.091100, -0.091400, 0.079144, 
0.026076, -0.065816, 0.101240, 
-0.030592, -0.089768, 0.039728, 
0.050544, 0.024076, 0.062216, 
-0.072228, -0.005316, 0.008960, 
0.174160, -0.022964, 0.030252, 
-0.132412, 0.016096, -0.017976, 
-0.034600, 0.045276, 0.065784, 
0.152472, -0.082164, 0.137300, 
-0.014616, 0.115868, 0.003452, 
-0.048284, 0.037192, 0.020588, 
0.067212, 0.026180, -0.081616, 
-0.104936, 0.004552, 0.085348, 
-0.187579, -0.037720, 0.003004, 
0.020812, -0.079596, -0.010380, 
0.083120, 0.063604, -0.008496, 
-0.153852, -0.104504, -0.048216, 
-0.063012, -0.078988, -0.004168, 
0.011240, 0.120884, -0.049940, 
0.081524, 0.127756, 0.024960, 
-0.165208, 0.003984, -0.001960, 
0.142440, 0.036516, -0.012980, 
-0.072336, -0.131524, -0.007748, 
0.042132, -0.033084, 0.003388, 
-0.055980, 0.048972, 0.058016, 
0.089564, 0.012344, 0.012808, 
-0.030628, -0.009300, 0.105580, 
0.106608, 0.071424, -0.088744, 
0.011284, -0.051204, 0.070236, 
-0.243745, -0.004092, 0.029096, 
0.075372, 0.101940, -0.065184, 
0.048136, -0.000672, 0.018756, 
-0.040156, -0.053484, -0.002780, 
-0.109788, 0.123192, -0.139804, 
0.052660, -0.073724, -0.077536, 
0.048524, 0.271901, 0.136224, 
-0.046512, 0.016828, -0.087888, 
0.100092, 0.062028, -0.028528, 
0.112336, -0.006044, -0.014568, 
-0.094228, 0.019416, -0.096684, 
-0.019512, 0.014696, -0.046348, 
-0.001616, 0.095296, 0.014656, 
0.008200, 0.066792, 0.074736, 
0.025268, 0.027064, 0.036228, 
0.043096, 0.202616, 0.025900, 
-0.191108, -0.044040, 0.012668, 
-0.119064, -0.019552, -0.041996, 
-0.020568, -0.067700, -0.104036, 
-0.064896, 0.018684, 0.061340, 
0.095440, 0.009716, -0.016508, 
0.068700, 0.050412, 0.006612, 
0.126380, 0.121528, 0.050780, 
-0.111788, -0.239056, -0.035284, 
0.071916, 0.066208, -0.093712, 
-0.089620, 0.126780, -0.023984, 
0.012296, -0.054812, -0.043020, 
-0.047068, -0.059860, 0.027484, 
-0.007684, -0.014556, 0.087092, 
-0.048584, -0.086908, -0.114428, 
0.164012, 0.048656, 0.043944, 
0.186399, 0.020844, 0.082208, 
-0.048392, -0.113416, 0.067356, 
0.051868, 0.035496, 0.081440, 
-0.014880, 0.083268, 0.053364, 
0.047372, 0.011792, 0.044416, 
0.003924, -0.016952, -0.012916, 
-0.046940, -0.029764, -0.033744, 
-0.014424, 0.035648, -0.023560, 
0.048592, -0.008168, 0.071644, 
0.076232, 0.135288, -0.019428, 
-0.109108, -0.083868, -0.005752, 
0.117388, 0.000280, 0.051372, 
-0.109904, -0.097788, 0.058152, 
0.013308, -0.198276, 0.006556, 
0.052040, -0.016052, 0.022000, 
0.121472, 0.042868, -0.003392, 
-0.061396, 0.023568, 0.017012, 
0.074108, -0.034400, -0.138512, 
0.043524, -0.017488, -0.062604, 
-0.049456, 0.061972, -0.027988, 
-0.010252, 0.051544, 0.031780, 
0.026304, -0.079628, 0.063684, 
0.156240, -0.019552, -0.002696, 
-0.145712, -0.025564, -0.015468, 
0.042780, -0.027472, 0.186920, 
0.057600, 0.006672, -0.093368, 
0.009904, 0.026512, -0.095092, 
-0.009996, 0.025804, -0.082188, 
0.129528, 0.017468, 0.056396, 
-0.145696, 0.026000, 0.048112, 
-0.138260, 0.020308, 0.010276, 
0.094540, -0.067720, -0.063076, 
-0.097140, -0.046784, -0.029360, 
-0.177232, -0.101980, 0.046404, 
0.067888, -0.130996, 0.053040, 
-0.000416, -0.063652, 0.034032, 
-0.014304, 0.046876, -0.014868, 
0.068444, -0.008372, 0.041896, 
0.021248, 0.158980, 0.071992, 
0.073648, 0.089940, -0.023480, 
0.032024, 0.021632, 0.026184, 
-0.051684, -0.007208, 0.024420, 
-0.028348, -0.032820, 0.006004, 
0.061976, 0.024592, 0.026436, 
-0.058520, 0.049220, 0.031224, 
-0.119092, -0.067776, -0.000640, 
0.133200, 0.053500, 0.020756, 
-0.029304, -0.054532, 0.007652, 
0.314543, 0.160444, -0.039736, 
-0.026184, 0.117908, -0.005204, 
0.120952, 0.060624, 0.062520, 
0.146756, -0.098604, 0.063400, 
-0.191311, -0.156460, -0.017664, 
0.006312, 0.049376, 0.115556, 
-0.179356, 0.068296, 0.064904, 
-0.055424, 0.063816, -0.025388, 
0.084576, -0.044336, -0.092440, 
-0.019256, -0.065956, -0.018040, 
-0.063364, -0.093408, -0.029964, 
0.013712, -0.182308, 0.003448, 
-0.003956, -0.052824, 0.168648, 
-0.130356, 0.057300, 0.030844, 
-0.097700, 0.021000, -0.030608, 
0.074464, -0.108996, 0.040928, 
0.068240, 0.116740, 0.063628, 
-0.139928, 0.067196, -0.013892, 
-0.047520, -0.161336, 0.107592, 
-0.129784, -0.040180, 0.101812, 
0.024024, 0.015792, 0.013628, 
-0.015772, -0.118136, -0.004324, 
0.029972, -0.029608, 0.049684, 
0.008480, 0.074796, -0.014648, 
-0.112168, -0.037656, -0.003328, 
-0.052760, -0.011788, -0.011992, 
-0.053308, 0.026320, 0.061332, 
0.208356, -0.069124, 0.035972, 
0.023296, -0.071024, 0.009740, 
-0.007500, 0.021476, -0.072028, 
0.046668, -0.100796, -0.000716, 
-0.085348, -0.000020, -0.078348, 
-0.021852, 0.087844, -0.028712, 
-0.139440, 0.016392, -0.012176, 
-0.111528, -0.102040, -0.013924, 
0.035468, -0.028792, 0.060864, 
0.022024, 0.087088, -0.034632, 
0.184152, -0.153416, 0.013500, 
0.048400, 0.009548, -0.012532, 
0.048296, -0.041336, -0.091940, 
-0.016696, -0.158732, -0.079828, 
-0.023608, -0.022104, 0.033376, 
0.084768, -0.128708, 0.003496, 
-0.015440, -0.079376, -0.011240, 
0.071716, -0.148384, -0.082348, 
-0.051368, -0.069236, 0.036028, 
-0.022408, -0.061528, 0.039424, 
-0.069752, 0.063928, -0.021356, 
-0.030544, -0.086516, -0.021684, 
-0.094352, 0.006124, 0.043196, 
0.036592, -0.075036, 0.073692, 
-0.183072, 0.040740, 0.018076, 
-0.035128, 0.092604, -0.014312, 
0.110016, 0.004888, 0.059128, 
0.003532, -0.186232, 0.049620, 
-0.056432, 0.012108, -0.059648, 
-0.085288, -0.014328, -0.022684, 
-0.025920, 0.047080, 0.084808, 
